,Unnamed: 0,#,Transaction Date,Owner,Ticker,Asset Name,Type,Amount,Comment,Senator Name,Transaction Type,Comments
607,,11,12/06/2018,Self,RDS-B,Royal Dutch Shell plc,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
608,,12,12/06/2018,Self,MSFT,Microsoft Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
609,,13,12/06/2018,Self,LM09.SG,Liberty Media Corp. Reg.Sh.C FO,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
610,,14,12/06/2018,Self,JPM,JPMorgan Chase & Co.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
611,,15,12/06/2018,Self,GS,"The Goldman Sachs Group, Inc.",Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
612,,16,12/06/2018,Self,XOM,Exxon Mobil Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
613,,17,12/06/2018,Self,DIS,The Walt Disney Company,Purchase,"$15,001 - $50,000",--,"Moran, Jerry",,
614,,18,12/06/2018,Self,DVA,DaVita Inc.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
615,,19,12/06/2018,Self,COST,Costco Wholesale Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
616,,20,12/06/2018,Self,BRKB,Berkshire Hathaway Inc.,Purchase,"$15,001 - $50,000",--,"Moran, Jerry",,
617,,21,12/06/2018,Self,AAPL,Apple Inc.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
618,,22,12/06/2018,Self,GOOG,Alphabet Inc.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
619,,23,12/06/2018,Self,ABBV,AbbVie Inc.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
620,,24,12/06/2018,Spouse,AAPL,Apple Inc.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
621,,25,12/06/2018,Spouse,BRK-B,Berkshire Hathaway Inc.,Purchase,"$15,001 - $50,000",--,"Moran, Jerry",,
622,,26,12/06/2018,Spouse,GOOG,Alphabet Inc.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
623,,27,12/06/2018,Spouse,ABBV,AbbVie Inc.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
624,,28,12/06/2018,Spouse,WY,Weyerhaeuser Company,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
625,,29,12/06/2018,Spouse,WFC,Wells Fargo & Company,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
626,,30,12/06/2018,Spouse,VZ,Verizon Communications Inc.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
627,,31,12/06/2018,Spouse,USB,U.S. Bancorp,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
628,,32,12/06/2018,Spouse,RDS-B,Royal Dutch Shell plc,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
629,,33,12/06/2018,Spouse,MSFT,Microsoft Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
630,,34,12/06/2018,Spouse,LM09.SG,Liberty Media Corp. Reg.Sh.C FO,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
631,,35,12/06/2018,Spouse,JPM,JPMorgan Chase & Co.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
632,,36,12/19/2018,Self,COST,Costco Wholesale Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
633,,37,12/19/2018,Spouse,LM09.SG,Liberty Media Corp. Reg.Sh.C FO,Sale (Full),"$1,001 - $15,000",--,"Moran, Jerry",,
634,,38,12/19/2018,Spouse,GS,"The Goldman Sachs Group, Inc.",Sale (Full),"$1,001 - $15,000",--,"Moran, Jerry",,
635,,39,12/19/2018,Spouse,GOOG,Alphabet Inc.,Sale (Partial),"$1,001 - $15,000",--,"Moran, Jerry",,
636,,40,12/19/2018,Spouse,GIS,"General Mills, Inc.",Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
637,,41,12/19/2018,Spouse,CVS,CVS Health Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
638,,42,12/19/2018,Spouse,COST,Costco Wholesale Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
639,,43,12/19/2018,Spouse,BAC,Bank of America Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
640,,44,12/19/2018,Spouse,AAPL,Apple Inc.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
641,,45,12/19/2018,Spouse,ALL,The Allstate Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
642,,46,12/19/2018,Self,WY,Weyerhaeuser Company,Sale (Full),"$1,001 - $15,000",--,"Moran, Jerry",,
643,,47,12/19/2018,Self,WFC,Wells Fargo & Company,Sale (Partial),"$1,001 - $15,000",--,"Moran, Jerry",,
644,,48,12/19/2018,Self,RDS-B,Royal Dutch Shell plc,Sale (Partial),"$1,001 - $15,000",--,"Moran, Jerry",,
645,,49,12/19/2018,Self,LM09.SG,Liberty Media Corp. Reg.Sh.C FO,Sale (Full),"$1,001 - $15,000",--,"Moran, Jerry",,
646,,50,12/19/2018,Self,JPM,JPMorgan Chase & Co.,Sale (Partial),"$1,001 - $15,000",--,"Moran, Jerry",,
647,,51,12/19/2018,Self,GS,"The Goldman Sachs Group, Inc.",Sale (Full),"$1,001 - $15,000",--,"Moran, Jerry",,
648,,52,12/19/2018,Self,XOM,Exxon Mobil Corporation,Sale (Partial),"$1,001 - $15,000",--,"Moran, Jerry",,
649,,53,12/19/2018,Self,GIS,"General Mills, Inc.",Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
650,,54,12/19/2018,Self,CVS,CVS Health Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
651,,55,12/19/2018,Spouse,WY,Weyerhaeuser Company,Sale (Full),"$1,001 - $15,000",--,"Moran, Jerry",,
652,,56,12/19/2018,Self,BAC,Bank of America Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
653,,57,12/19/2018,Self,AAPL,Apple Inc.,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
654,,58,12/19/2018,Self,--,The Allstate Corporation,Purchase,"$1,001 - $15,000",--,"Moran, Jerry",,
655,,1,12/06/2018,Self,CAIFX,American Funds Capital Income Builder Class F-2,,"$15,001 - $50,000",,"Moran, Jerry",Purchase,
656,,2,12/06/2018,Self,WGIFX,American Funds Capital World Growth and Income Fun,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
657,,3,12/06/2018,Self,AEPFX,American Funds EuroPacific Growth Fund Class F-2,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
658,,4,12/06/2018,Self,GFFFX,American Funds The Growth Fund of America Class F-,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
659,,5,12/06/2018,Self,AMEFX,American Funds The Income Fund of America Class F-,,"$15,001 - $50,000",,"Moran, Jerry",Purchase,
660,,6,12/06/2018,Self,IGFFX,American Funds International Growth and Income Fun,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
661,,7,12/06/2018,Self,ICAFX,American Funds Investment Company of America Class,,"$15,001 - $50,000",,"Moran, Jerry",Purchase,
662,,8,12/06/2018,Self,ASBAX,American Funds Short-Term Bond Fund of America Cla,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
663,,9,12/06/2018,Self,SMCWX,American Funds SMALLCAP World Fund Class A,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
664,,10,12/06/2018,Self,DBLSX,DoubleLine Low Duration Bond Fund Class I,,"$15,001 - $50,000",,"Moran, Jerry",Purchase,
665,,11,12/06/2018,Self,JNK,SPDR Bloomberg Barclays High Yield Bond ETF,,"$15,001 - $50,000",,"Moran, Jerry",Purchase,
666,,12,12/06/2018,Self,CAIBX,American Funds Capital Income Builder Class A,,"$100,001 - $250,000",,"Moran, Jerry",Sale (Full),
667,,13,12/06/2018,Self,AMECX,American Funds The Income Fund of America Class A,,"$15,001 - $50,000",,"Moran, Jerry",Sale (Full),
668,,14,12/06/2018,Self,AIVSX,American Funds Investment Company of America Class,,"$50,001 - $100,000",,"Moran, Jerry",Sale (Full),
669,,15,12/06/2018,Self,FAGOX,Fidelity Advisor Growth Opportunities Fund Class M,,"$15,001 - $50,000",,"Moran, Jerry",Sale (Full),
670,,16,12/19/2018,Self,CAIFX,American Funds Capital Income Builder Class F-2,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
671,,17,12/19/2018,Self,AMEFX,American Funds The Income Fund of America Class F-,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
672,,18,12/19/2018,Self,WMFFX,American Funds Washington Mutual Investors Fund Cl,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
673,,19,12/19/2018,Self,CAIFX,American Funds Capital Income Builder Class F-2,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Partial),
674,,20,12/19/2018,Self,AMEFX,American Funds The Income Fund of America Class F-,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Partial),
675,,21,12/19/2018,Self,IGFFX,American Funds International Growth and Income Fun,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Full),
676,,22,12/19/2018,Self,ICAFX,American Funds Investment Company of America Class,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Partial),
677,,23,12/19/2018,Self,SMCWX,American Funds SMALLCAP World Fund Class A,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Full),
678,,24,12/19/2018,Self,DBLSX,DoubleLine Low Duration Bond Fund Class I,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Partial),
679,,25,12/19/2018,Self,JNK,SPDR Bloomberg Barclays High Yield Bond ETF,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Partial),
680,,26,12/19/2018,Self,VWO,Vanguard FTSE Emerging Markets Index Fund ETF Shar,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Partial),
681,,27,12/06/2018,Spouse,CAIBX,American Funds Capital Income Builder Class A,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
682,,28,12/06/2018,Spouse,WGIFX,American Funds Capital World Growth and Income Fun,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
683,,29,12/06/2018,Spouse,AEPFX,American Funds EuroPacific Growth Fund Class F-2,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
684,,30,12/06/2018,Spouse,GFFFX,American Funds The Growth Fund of America Class F-,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
685,,31,12/06/2018,Spouse,AMEFX,American Funds The Income Fund of America Class F-,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
686,,32,12/06/2018,Spouse,IGFFX,American Funds International Growth and Income Fun,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
687,,33,12/06/2018,Spouse,ICAFX,American Funds Investment Company of America Class,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
688,,34,12/06/2018,Spouse,ASBAX,American Funds Short-Term Bond Fund of America Cla,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
689,,35,12/06/2018,Spouse,SMCWX,American Funds SMALLCAP World Fund Class A,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
690,,36,12/06/2018,Spouse,DBLSX,DoubleLine Low Duration Bond Fund Class I,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
691,,37,12/06/2018,Spouse,JNK,SPDR Bloomberg Barclays High Yield Bond ETF,,"$15,001 - $50,000",,"Moran, Jerry",Purchase,
692,,38,12/06/2018,Spouse,VWO,Vanguard FTSE Emerging Markets Index Fund ETF Shar,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
693,,39,12/06/2018,Spouse,CAIBX,American Funds Capital Income Builder Class A,,"$15,001 - $50,000",,"Moran, Jerry",Sale (Full),
694,,40,12/06/2018,Spouse,AMECX,American Funds The Income Fund of America Class A,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Full),
695,,41,12/06/2018,Spouse,AIVSX,American Funds Investment Company of America Class,,"$15,001 - $50,000",,"Moran, Jerry",Sale (Full),
696,,42,12/06/2018,Spouse,FAGOX,Fidelity Advisor Growth Opportunities Fund Class M,,"$15,001 - $50,000",,"Moran, Jerry",Sale (Full),
697,,43,12/06/2018,Spouse,MITTX,MFS Massachusetts Investors Trust Class A,,"$50,001 - $100,000",,"Moran, Jerry",Sale (Full),
698,,44,12/19/2018,Spouse,CAIFX,American Funds Capital Income Builder Class F-2,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
699,,45,12/19/2018,Spouse,AMEFX,American Funds The Income Fund of America Class F-,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
700,,46,12/19/2018,Spouse,WMFFX,American Funds Washington Mutual Investors Fund Cl,,"$1,001 - $15,000",,"Moran, Jerry",Purchase,
701,,47,12/19/2018,Spouse,CAIFX,American Funds Capital Income Builder Class F-2,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Partial),
702,,48,12/19/2018,Spouse,IGFFX,American Funds International Growth and Income Fun,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Full),
703,,49,12/19/2018,Spouse,SMCWX,American Funds SMALLCAP World Fund Class A,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Full),
704,,50,12/19/2018,Spouse,DBLSX,DoubleLine Low Duration Bond Fund Class I,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Partial),
705,,51,12/19/2018,Spouse,JNK,SPDR Bloomberg Barclays High Yield Bond ETF,,"$1,001 - $15,000",,"Moran, Jerry",Sale (Partial),
706,,52,12/06/2018,Self,VWO,Vanguard FTSE Emerging Markets Index Fund ETF Shar,,"$15,001 - $50,000",,"Moran, Jerry",Purchase,
707,,1,01/05/2018,Spouse,OFC,Corporate Office Properties Trust,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
708,,2,01/05/2018,Self,--,MICHIGAN FIN AUTH REV FOR ISSUES DTD PRIOR TO 03/31/15 SEE 59447P HOSP REF BDS TRINITY HLTH CREDIT GROUP 2017 A-MI  Rate/Coupon: 3.125% Matures: 12/01/2035,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
709,,3,01/09/2018,Self,--,DEARBORN MICH Rate/Coupon: 3.00% Matures: 04/01/2036,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
710,,4,01/17/2018,Self,--,BANK OF AMER CORP 03.248% 102127 DTD102116  Rate/Coupon: 03.248% Matures: 10/21/2027,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
711,,5,01/17/2018,Self,--,GATX CORP B/E 03.500% 031528 DTD110217  Rate/Coupon: 03.500% Matures: 03/15/2028,Purchase,"$15,001 - $50,000",--,"Peters, Gary",,
712,,6,03/21/2018,Self,--,MARYLAND ST FOR ISSUES DATED PRIOR TO 08/05/11 SEE 574192 GO ST LOCAL FACS LN BDS 2018 A  Rate/Coupon: 3.125% Matures: 03/15/2033,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
713,,7,04/20/2018,Self,--,GENL MOTORS FINL CO INC 03.500% 110724 DTD110717  Rate/Coupon: 3.5% Matures: 11/07/24,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
714,,8,04/26/2018,Self,CVS,CVS Health Corporation,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
715,,9,04/26/2018,Self,--,GENL MILLS INC NTS B/E 04.000% 041725 DTD041718  Rate/Coupon: 4.000% Matures: 04/17/2025,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
716,,10,04/26/2018,Self,--,WP CAREY INC B/E 04.250% 100126 DTD091216  Rate/Coupon: 4.250% Matures: 10/01/2026,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
717,,11,04/30/2018,Self,--,MILLTOWN NJ GO BDS 2018 A B C  Rate/Coupon: 3.00% Matures: 05/01/2028,Purchase,"$15,001 - $50,000",--,"Peters, Gary",,
718,,12,04/30/2018,Self,--,MEMPHIS TENN GEN IMPT BDS 2018 Rate/Coupon: 3.50% Matures: 06/01/2037,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
719,,13,05/21/2018,Self,SHW,The Sherwin-Williams Company,Sale (Partial),"$1,001 - $15,000",--,"Peters, Gary",,
720,,14,05/23/2018,Self,--,MASON MICH PUB SCHS DIST SCH BLDG AND SITE BDS 2018-1 MICHIGAN SCHOOL BOND LOAN FUND (Q-SBLF) DUE 05/01/2038  Rate/Coupon: 3.375% Matures: 05/01/2038,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
721,,15,05/23/2018,Self,--,GENERAL ELEC CAP CORP 04.050% 021527 DTD022412  Rate/Coupon: 04.050% Matures: 02/15/27,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
722,,16,06/05/2018,Self,--,NORDSTROM INC B/E 04.000% 031527 DTD030917  Rate/Coupon: 04.000% Matures: 03/15/27,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
723,,17,06/05/2018,Self,--,HUMANA INC NTS B/E 03.950% 031527 DTD031617  Rate/Coupon: 03.950% Matures: 03/15/2027,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
724,,18,06/27/2018,Self,--,AMARILLO TEX GO BDS2018  Rate/Coupon: 3.50% Matures: 02/15/2039,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
725,,19,08/22/2018,Self,--,HEALTHCARE REALY TR INC 03.875% 050125 DTD042415  Rate/Coupon: 03.875% Matures: 05/01/2025,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
726,,20,09/24/2018,Self,--,LENAWEE CNTY MICH GO LTD TAX BDS 2018 DUE 05/01/2032  Rate/Coupon: 3.25% Matures: 05/01/2032,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
727,,21,09/27/2018,Self,--,CAPITAL ONE FINANCIAL CO 04.200% 102925 DTD102915  Rate/Coupon: 04.200% Matures: 10/29/25,Purchase,"$15,001 - $50,000",--,"Peters, Gary",,
728,,22,10/24/2018,Self,--,MADISON ALA GO SCH WTS 2018 D DUE 02/01/2034  Rate/Coupon: 3.625% Matures: 02/01/2034,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
729,,23,10/24/2018,Self,--,LEXINGTON-FAYETTE URBAN CNTY GOVT KY GO VAR PURP GO BDS 2018A DUE 10/01/2036  Rate/Coupon: 3.50% Matures: 10/01/2036,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
730,,24,10/30/2018,Self,T,AT&T Inc.,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
731,,25,10/30/2018,Self,GE,General Electric Company,Sale (Full),"$1,001 - $15,000",--,"Peters, Gary",,
732,,26,11/09/2018,Self,--,MARSH & MCLENNAN COS INC 03.500% 060324 DTD053014  Rate/Coupon: 03.500% Matures: 06/03/2024,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
733,,27,11/09/2018,Self,GIS,"General Mills, Inc.",Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
734,,28,11/09/2018,Self,--,WARRINGTON TWP PA GO BDS 2014 DUE 12/01/2029  Rate/Coupon: 3.125% Matures: 12/01/2029,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
735,,29,11/16/2018,Self,--,NEXTERA ENERGY CAPITAL 03.550% 050127 DTD042817  Rate/Coupon: 03.550% Matures: 05/01/27,Purchase,"$1,001 - $15,000",--,"Peters, Gary",,
736,,1,04/02/2018,Spouse,--,Vanguard Federal Money Market Fund,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
737,,2,01/16/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
738,,3,02/01/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
739,,4,03/12/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
740,,5,03/26/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
741,,6,04/02/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
742,,7,05/18/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
743,,8,05/29/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
744,,9,06/14/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
745,,10,06/28/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
746,,11,07/13/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
747,,12,07/30/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
748,,13,08/14/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
749,,14,08/29/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
750,,15,10/08/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
751,,16,10/12/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
752,,17,10/23/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
753,,18,11/06/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
754,,19,11/19/2018,Spouse,VWELX,Vanguard Wellington Fund Investor Shares,,"$1,001 - $15,000",,"Peters, Gary",Purchase,
755,,20,05/09/2018,Self,FFFEX,Fidelity Freedom 2030 Fund,,"$15,001 - $50,000",,"Peters, Gary",Sale (Full),
756,,1,01/09/2018,Child,--,MA Moderate Growth,,"$1,001 - $15,000",,"Casey, Robert P. Jr.",Sale (Partial),Institution: Fidelity Investments
757,,2,01/09/2018,Child,--,MA Aggressive Growth,,"$1,001 - $15,000",,"Casey, Robert P. Jr.",Sale (Partial),Institution: Fidelity Investments
758,,3,01/09/2018,Child,--,MA College Portfolio,,"$1,001 - $15,000",,"Casey, Robert P. Jr.",Sale (Partial),Institution: Fidelity Investments
759,,4,07/02/2018,Child,--,MA Moderate Growth,,"$1,001 - $15,000",,"Casey, Robert P. Jr.",Sale (Partial),Institution: Fidelity Investments
760,,5,07/02/2018,Child,--,MA Aggressive Growth,,"$1,001 - $15,000",,"Casey, Robert P. Jr.",Sale (Partial),Institution: Fidelity Investments
761,,6,07/02/2018,Child,--,MA College Portfolio,,"$1,001 - $15,000",,"Casey, Robert P. Jr.",Sale (Partial),Institution: Fidelity Investments
762,,7,12/26/2018,Child,--,Pennsylvania 529 Guaranteed Savings Plan,,"$1,001 - $15,000",,"Casey, Robert P. Jr.",Sale (Partial),Institution: Pennsylvania 529
763,,8,11/01/2018,Child,--,MA Moderate Growth,,"$15,001 - $50,000",,"Casey, Robert P. Jr.",Sale (Full),Institution: Fidelity Investments
764,,9,11/01/2018,Child,--,MA Aggressive Growth,,"$15,001 - $50,000",,"Casey, Robert P. Jr.",Sale (Full),Institution: Fidelity Investments
765,,10,11/01/2018,Child,--,MA College Portfolio,,"$1,001 - $15,000",,"Casey, Robert P. Jr.",Sale (Partial),Institution: Fidelity Investments
766,,11,11/01/2018,Child,--,MA College Portfolio,,"$50,001 - $100,000",,"Casey, Robert P. Jr.",Purchase,Institution: Fidelity Investments
767,,1,02/20/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
768,,2,03/20/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
769,,3,02/09/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
770,,4,03/09/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
771,,5,04/20/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
772,,6,05/22/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
773,,7,06/20/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
774,,8,04/06/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
775,,9,05/04/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
776,,10,06/08/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
777,,11,07/20/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
778,,12,08/20/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
779,,13,09/20/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
780,,14,07/06/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
781,,15,08/10/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
782,,16,09/07/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
783,,17,10/22/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
784,,18,10/05/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
785,,19,11/09/2018,Spouse,TIEIX,TIAA-CREF Equity Index Instl,,"$1,001 - $15,000",,"Warren, Elizabeth",Purchase,
